85.5
103.3
76.6
89.4
69.2
79
76.4
81.2
0
97.1
0
89.8
76.6
0
101.7
60.6
0
68.1
0
69.3
87.8
0
83.5
76.8
0
75.1
0
0
0
80.5
0
0
100
64.2
79.5
74.2
73.1
87.5
0
0
0
76.8
0
0
0
75.8
0
81.7
60.9
66.1
77.6
0
81.4
74.9
0
67.3
0
0
94.3
78.9
0
74.2
68.7
79.3
0
67.5
49.2
0
0
75.8
0
71.1
0
0
73.2
70.5
91.5
76.7
67.4
0
0
0
76.3
80.3
0
90.6
0
89.4
0
0
90.7
75.3
73.4
0
78.9
63.7
0
87.6
0
73.1
72.1
0
0
0
70.4
0
73
0
0
72.7
78.8
55.5
61.5
65.4
65.1
58
69.1
0
0
69.8
66
72.3
62.7
88
80.3
85
73.6
0
0
91.9
81.4
73.6
0
102.3
81.3
65.9
0
93.6
84.6
77.5
82.2
107.1
75.5
90.9
77.3
73.4
52
92.8
101.2
68.5
84.5
71.4
86.5
0
70.2
85
0
60
86.8
0
0
78.3
80.5
80.9
76.4
78.4
96.5
73.9
71.4
78.4
0
75.9
61.7
76.8
0
0
0
78
0
61.8
84.4
76
71.5
0
69.5
76.8
0
74.7
69.2
67.1
75.9
70.7
0
0
91.5
74.5
68.7
77.4
0
59.4
25.4
76.6
0
71.4
75.9
76.2
0
74.9
69.5
0
0
68.6
0
73.5
71.7
79.5
74.7
54
53.2
86.8
76.2
73.4
80.7
0
79.6
0
110.6
95.2
0
105.3
0
0
74.9
71
64.5
98.4
0
65.8
0
42
61.2
98.7
79.6
73.9
0
85.3
73.9
80.1
0
0
0
106.2
66.3
85.5
92.7
70.5
0
66.3
68.7
0
69.6
0
108.5
95.8
53.3
70.5
108.5
0
0
75.6
70.8
0
78.1
56.9
60.3
0
0
46.9
0
0
0
0
86.9
0
63
0
82.8
73.3
0
79.7
74.4
102.9
71
80.2
62.2
96.6
0
62.8
101.4
85.3
0
0
0
0
70.9
0
45.1
72.8
72.5
62.7
74.6
87.8
70.2
80.5
81.7
0
77.8
86
68.8
88.7
0
0
0
75.4
66.4
91.3
67.3
0
77.6
0
71.2
0
0
67.3
69.1
0
74.9
0
71.8
0
0
77.5
0
60.8
94.4
68.9
0
0
83.1
0
0
0
0
0
95.9
0
0
0
87.1
75.3
74.4
0
69.7
91.7
0
68
0
0
70.2
79.1
85.6
73.7
64
0
73.1
99.4
69.4
74.9
0
75
73.4
0
72.7
0
0
73.7
71
66.4
0
72.4
100.7
0
0
77.8
71.3
64.7
0
58.9
69.3
0
39.9
0
63.1
78.8
77.4
0
56.8
0
0
0
0
0
78
0
69.2
89.5
69.9
57.2
0
0
74.6
69.8
0
65.6
0
74
69.7
78
71.6
57.4
72.4
72
94
76.9
72.1
85.1
77.8
80.2
74.3
0
83.5
88.2
67.1
75.7
78.1
0
76.8
75.1
64.7
83.8
78.5
75.8
61.4
70.8
80.7
105.3
76.9
77
76
75.4
72
74.9
62.5
86.7
0
0
0
0
0
0
67.5
0
83.9
75.3
107.6
0
89.4
74.9
81.1
0
79.9
0
91.9
0
0
0
95.7
0
95.7
68.1
75
36.2
59.1
0
68.2
75.3
0
75.3
92.3
79.2
101.4
56.1
0
0
0
0
67.7
69
72.2
65.6
89
0
0
98.5
65.5
0
0
58.6
108.7
68.7
65.8
43.8
0
0
58.5
74.4
53.2
0
73.9
94.8
76.9
0
0
0
0
80
0
78.4
0
0
78.9
70.6
73.3
75
0
92.1
65.1
78.9
0
97.7
0
0
0
84.6
76.4
74
72.6
73
66.8
87.3
80.8
68.7
0
0
65.2
60.4
68.9
81.7
87.4
0
53.7
0
72
79.7
82
101.8
70.6
0
0
0
71.8
69.4
51.1
0
0
0
0
0
56.9
78.8
0
0
74.8
0
70.7
73.4
76
0
72.1
0
95.9
74.4
69.9
0
76.2
72
0
84.9
0
0
73.2
104.6
96.2
0
0
74.6
76.1
0
72
0
72.2
0
74
64.5
100.8
56
62.2
78.6
61.3
0
0
88.1
73.4
0
74.6
0
78.9
0
62.6
0
85.2
0
92.1
76.4
